pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_trandep,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum_x,st_logg,st_age,st_dens,decstr,dec,sy_dist,pl_type,IST,SPH,HZD,HZC,HZA,pClass,hClass,PHI,is_pot_livable,st_class,st_chz_inn_edge (AU),st_chz_out_edge (AU),st_lum_y,st_chz_width,st_chz_inn_edge (ls),st_chz_out_edge (ls),pl_orb_is_in_CHZ,pl_orb_prc_in_cCHZ,pl_orb_prc_in_cCHZ,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-1186 b,Kepler-1186,1,1,0,Transit,16.0767479175,0.12655,2.2536,0.20850000000000002,,,,0.0,75.07,716.6666666666666,89.74000000000001,2454976.389919,0.0541475,2.291975,0.02136333333333333,,5789.822,1.024,1.0,0.06066666666666667,"['[Fe/H]', '[M/H]']",0.064,4.445,2.385,8.952433333333333,+47d06m06.28s,47.1017438,1337.25,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.67,0.848,1.502,1.584
Kepler-1187 b,Kepler-1187,1,1,0,Transit,18.870609084,0.14105,2.5772,0.251,,,,0.0,64.965,704.0,89.01666666666665,2454976.955789,0.056824999999999994,3.3304,0.023136666666666666,,6034.2,1.044,1.0533333333333335,-0.10500000000000001,[Fe/H],0.136,4.4350000000000005,1.895,2.1791,+38d19m06.61s,38.3185034,1020.53,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.865,1.095,1.922,2.027
Kepler-1188 b,Kepler-1188,1,1,0,Transit,17.136991608000002,0.13446666666666665,2.291,0.2205,,,,0.0,112.88666666666666,773.6666666666666,88.98666666666668,2454974.0141606005,0.03949999999999999,6.4597,0.01864666666666667,,6112.166666666667,1.2149999999999999,1.082,-0.02,[Fe/H],0.398,4.354000000000001,2.835,0.5329,+43d08m52.98s,43.1480487,1717.48,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.827,1.047,1.84,1.941
Kepler-1189 b,Kepler-1189,1,1,0,Transit,3.7886402175000002,0.04756666666666667,1.5137500000000002,0.1355,,,,0.0,500.49333333333334,1225.3333333333333,81.99000000000001,2454967.6173900003,0.01341,3.1232333333333333,0.011676666666666667,,5739.838333333333,1.11,1.03,0.196,"['[M/H]', '[Fe/H]']",0.041,4.3525,6.1450000000000005,0.8085,+47d56m48.55s,47.9468194,782.852,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.93,1.177,2.064,2.177
Kepler-119 b,Kepler-119,1,2,0,Transit,2.422083068333333,0.034425,3.9066,0.36766666666666675,,,,0.0,590.1266666666667,1209.3333333333333,87.91333333333334,2454965.9399583335,0.18941,2.6381140000000003,0.039896666666666664,,5627.0,0.9216666666666667,0.952,-0.045000000000000005,[Fe/H],-0.037,4.508,2.015,1.3423999999999998,+42d39m31.80s,42.6588324,701.996,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.598,0.757,1.342,1.416
Kepler-119 c,Kepler-119,1,2,0,Transit,4.1250908200000005,0.04895,0.9594999999999999,0.09233333333333334,,,,0.0,290.7066666666667,1011.0,87.99333333333334,2454966.6419425,0.01146,2.916933333333333,0.009843333333333334,,5627.0,0.9216666666666665,0.952,-0.045000000000000005,[Fe/H],-0.037,4.508,2.015,1.3571333333333333,+42d39m31.80s,42.6588324,701.996,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.598,0.757,1.342,1.416
Kepler-1190 b,Kepler-1190,1,1,0,Transit,10.458458638,0.08293333333333335,1.2458,0.108,,,,0.0,29.166666666666668,597.0,88.81666666666666,2454970.6509896005,0.032145,3.233675,0.01686333333333333,,4652.9366666666665,0.704,0.71,-0.07600000000000001,"['[M/H]', '[Fe/H]']",-0.727,4.6025,8.84,2.6447333333333334,+49d28m47.82s,49.4799506,342.509,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.383,0.485,0.887,0.936
Kepler-1191 b,Kepler-1191,1,1,0,Transit,5.600065745,0.059133333333333336,1.5504,0.1395,,,,0.0,170.51000000000002,904.6666666666666,88.38666666666667,2454968.968115,0.030780000000000002,2.5967000000000002,0.016516666666666666,,5352.833333333333,0.876,0.884,0.01333333333333333,[Fe/H],-0.226,4.522,2.585,2.2297000000000002,+48d00m33.34s,48.0092619,955.536,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.527,0.668,1.195,1.26
Kepler-1192 b,Kepler-1192,1,1,0,Transit,25.203308313999997,0.16815000000000002,2.4238,0.22,,,,0.0,32.68,591.5,89.86500000000001,2454970.5679752,0.070885,4.566750000000001,0.02431,,5682.6,0.9099999999999999,0.9575,-0.08,[Fe/H],-0.128,4.513333333333333,2.435,2.1100333333333334,+43d53m47.38s,43.8964934,1304.19,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.563,0.713,1.27,1.34
Kepler-1193 b,Kepler-1193,1,1,0,Transit,2.83264332,0.04,1.3382,0.127,,,,0.0,1062.5066666666667,1396.6666666666667,83.81333333333333,2454964.8264125,0.011543333333333334,2.4290333333333334,0.010570000000000001,,5933.713333333333,1.2383333333333333,1.065,0.06475,"['[M/H]', '[Fe/H]']",0.351,4.2825,4.255,1.2522333333333333,+51d16m32.32s,51.2756446,802.116,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.942,1.194,2.098,2.213
Kepler-1194 b,Kepler-1194,1,1,0,Transit,16.223738844,0.12206666666666666,1.75,0.135,,,,0.0,69.21,748.3333333333334,89.60333333333334,2454969.0267017996,0.026915,2.6450249999999995,0.015076666666666667,,5662.388,1.0275,0.9333333333333332,-0.08266666666666667,"['[M/H]', '[Fe/H]']",,4.416666666666667,6.695,7.84885,+38d08m42.74s,38.1452065,757.382,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.654,0.828,1.468,1.548
Kepler-1195 b,Kepler-1195,1,1,0,Transit,8.49642063,0.0738,2.227,0.20450000000000002,,,,0.0,68.23,708.5,88.89333333333333,2454971.7350975,0.08761000000000001,2.2528666666666664,0.02785,,5058.25,0.7675000000000001,0.7649999999999999,-0.315,[Fe/H],-0.446,4.5875,7.135,4.3177,+40d51m10.55s,40.8529319,918.566,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.411,0.521,0.944,0.996
Kepler-1196 b,Kepler-1196,1,1,0,Transit,66.18414255999998,0.31783333333333336,2.3254,0.2185,,,,0.0,8.35,434.6666666666667,89.45333333333333,2454974.624796,0.05197500000000001,5.089,0.022343333333333337,,5758.5,0.9359999999999999,0.9874999999999999,-0.04,[Fe/H],-0.047,4.492,2.29,2.5172333333333334,+43d54m39.12s,43.9108663,922.333,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.724,0.917,1.617,1.706
Kepler-1197 b,Kepler-1197,1,1,0,Transit,2.0323175850000004,0.027466666666666667,1.1536000000000002,0.10600000000000001,,,,0.0,242.62666666666667,994.6666666666666,87.47333333333331,2454965.64383,0.02843,1.1379000000000001,0.015936666666666665,,4651.333333333333,0.6975,0.7140000000000001,-0.12,[Fe/H],-0.666,4.618,8.345,7.237900000000001,+42d35m26.68s,42.5907441,486.94,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.379,0.481,0.88,0.929
Kepler-1198 b,Kepler-1198,1,1,0,Transit,7.684815415,0.07426666666666666,1.62475,0.1295,,,,0.0,135.21,892.3333333333334,88.59333333333332,2454970.63908,0.02742666666666667,2.5170666666666666,0.01582333333333333,,5491.333333333333,0.935,0.9400000000000001,0.11666666666666665,[Fe/H],-0.232,4.458,7.64,3.4772,+44d50m17.51s,44.838198,743.03,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.626,0.792,1.408,1.485
Kepler-1199 b,Kepler-1199,1,1,0,Transit,15.04474415,0.1179,1.295,0.103,,,,0.0,134.91,860.0,88.04,2454966.2057498,0.01034,5.9731749999999995,0.009753333333333334,,5918.552000000001,1.24,0.9575,-0.35550000000000004,"['[M/H]', '[Fe/H]']",,4.2375,6.029999999999999,0.6287,+47d14m48.92s,47.2469219,563.493,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.906,1.148,2.019,2.129
Kepler-12 b,Kepler-12,1,1,0,Transit,4.437962995,0.05542166666666667,18.5435,1.6855999999999998,137.1422125,0.4315,0.10957666666666667,0.010333333333333333,817.595,1404.25,89.2072,2454997.90675,1.601494,4.695098,0.117695,,5965.857142857143,1.457142857142857,1.135,0.065,"['[Fe/H]', '[M/H]']",0.449,4.176,4.525,0.48038,+50d02m25.32s,50.0403671,881.386,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.165,1.476,2.591,2.733
Kepler-120 b,Kepler-120,1,2,0,Transit,6.31255133625,0.0563025,2.228625,0.20539999999999997,8.5,0.027,,0.0,31.546666666666667,596.6666666666666,88.60333333333334,2454965.6547965,0.13218249999999998,2.8376,0.03329,M0 V,4375.8,0.6416666666666667,0.6675,-0.15666666666666665,"['[Fe/H]', '[M/H]']",-0.677,4.662,4.115,2.6645,+39d20m20.75s,39.3390979,388.63,super earth,,,,,,,,,,M0,0.25,0.4,0.072,0.15,125.86,200.85,False,0.0,0.0,0.216,0.273,0.515,0.543
Kepler-120 c,Kepler-120,1,2,0,Transit,12.7945468575,0.090114,1.7439999999999998,0.15875,,,,0.0,12.290000000000001,479.5,89.27666666666666,2454965.8976968336,0.0846675,3.48924,0.026647499999999998,M0 V,4375.8,0.6416666666666667,0.6674999999999999,-0.15666666666666665,"['[Fe/H]', '[M/H]']",-0.677,4.662,4.115,2.691133333333333,+39d20m20.75s,39.3390979,388.63,super earth,,,,,,,,,,M0,0.25,0.4,0.072,0.15,125.86,200.85,False,0.0,0.0,0.216,0.273,0.515,0.543
Kepler-1200 b,Kepler-1200,1,1,0,Transit,1.118551185,0.018566666666666665,1.0348000000000002,0.0955,,,,0.0,484.5233333333333,1159.6666666666667,84.23,2454965.8466674997,0.024643333333333333,1.5943333333333332,0.014506666666666668,,4497.666666666667,0.6849999999999999,0.6925,0.05,[Fe/H],-0.689,4.6240000000000006,8.16,2.3042666666666665,+44d07m45.31s,44.1292537,588.715,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.355,0.45,0.828,0.873
Kepler-1201 b,Kepler-1201,1,1,0,Transit,15.18725029,0.12065000000000001,1.9944,0.1875,,,,0.0,90.495,797.0,87.17333333333333,2454967.0563985994,0.0294525,4.41875,0.01711333333333333,,6097.75,1.0775000000000001,1.065,-0.16499999999999998,[Fe/H],0.044,4.3999999999999995,2.725,0.6972333333333333,+40d49m59.22s,40.8331158,944.241,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.038,1.315,2.298,2.424
Kepler-1202 b,Kepler-1202,1,1,0,Transit,28.685409008,0.17946666666666666,2.6811999999999996,0.2585,,,,0.0,21.996666666666666,546.5,87.91000000000001,2454992.8692266,0.07509,5.8003,0.027613333333333333,,5724.333333333333,0.8933333333333332,0.9640000000000001,-0.10666666666666667,[Fe/H],-0.134,4.5,2.385,0.9455,+44d39m11.62s,44.6532281,1175.38,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.793,1.005,1.769,1.866
Kepler-1203 b,Kepler-1203,1,1,0,Transit,0.58799906,0.0112,1.0472000000000001,0.1015,,,,0.0,581.4799999999999,1227.6666666666667,81.21333333333334,2454965.059419,0.030456666666666663,1.1885000000000001,0.016276666666666665,,3976.0,0.6233333333333333,0.596,0.049999999999999996,[Fe/H],-0.854,4.640000000000001,8.735,2.715533333333333,+44d10m41.12s,44.178088,317.022,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.249,0.316,0.595,0.627
Kepler-1204 b,Kepler-1204,1,1,0,Transit,85.73586934400001,0.38634999999999997,2.9298,0.2485,,,,0.0,8.28,446.5,89.58,2455003.97596,0.0803,8.12285,0.02594,,5944.6,1.016,1.0266666666666666,0.009999999999999998,[Fe/H],-0.058,4.426666666666667,4.035,1.6632666666666667,+42d29m53.33s,42.4981476,1175.22,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.784,0.993,1.748,1.844
Kepler-1205 b,Kepler-1205,1,1,0,Transit,1.078390305,0.019299999999999998,1.6461999999999999,0.1295,,,,0.0,1427.935,1616.0,80.28333333333333,2454966.2496725,0.029876666666666662,1.3106666666666664,0.01762666666666667,,5204.5,0.8375,0.8266666666666667,0.05,[Fe/H],-0.418,4.494999999999999,9.4,2.6451,+41d30m54.18s,41.5150499,698.485,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.513,0.65,1.167,1.231
Kepler-1206 b,Kepler-1206,1,1,0,Transit,1.2169971400000001,0.02005,1.5265,0.137,,,,0.0,647.815,1288.6666666666667,87.79333333333334,2454965.032145,0.04677666666666667,1.3358666666666668,0.019536666666666664,,4803.25,0.72,0.74,0.025,[Fe/H],-0.62,4.577500000000001,8.625,3.942766666666667,+49d47m28.08s,49.7911337,762.019,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.421,0.533,0.97,1.023
Kepler-1207 b,Kepler-1207,1,1,0,Transit,13.6823053025,0.1148,1.7795999999999998,0.1935,,,,0.0,225.125,788.5,87.50999999999999,2454972.1875400003,0.019600000000000003,4.0545,0.013923333333333334,,6000.6,1.4080000000000001,1.07,0.025,[Fe/H],0.638,4.3025,2.015,0.5812,+49d21m32.26s,49.3589615,1754.19,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.826,1.046,1.838,1.939
Kepler-1208 b,Kepler-1208,1,1,0,Transit,11.0850434275,0.09154999999999999,2.4192,0.20400000000000001,,,,0.0,41.915,656.5,88.87666666666667,2455188.0362225003,0.08549333333333332,1.8103999999999998,0.028606666666666666,,4984.6,0.7699999999999999,0.8266666666666667,-0.015,[Fe/H],-0.553,4.5649999999999995,4.47,8.945666666666668,+44d33m20.73s,44.5557587,825.176,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.446,0.565,1.022,1.078
Kepler-1209 b,Kepler-1209,1,1,0,Transit,25.368957086,0.1787,1.4946000000000002,0.1345,,,,0.0,75.21,755.0,88.87666666666667,2454976.6911617997,0.0107725,4.7355,0.01018,,6241.5,1.3039999999999998,1.1933333333333334,0.09333333333333334,[Fe/H],0.343,4.28,2.945,1.1462,+49d09m17.04s,49.1547328,505.531,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.166,1.476,2.578,2.719
Kepler-121 b,Kepler-121,1,2,0,Transit,3.1774176450000002,0.0393,2.606666666666667,0.2283333333333333,,,,0.0,232.64333333333335,1010.0,87.22666666666667,2454967.478432,0.1175425,1.54602,0.03339333333333334,,5325.333333333333,0.7242857142857142,0.835,-0.23,[Fe/H],-0.474,4.631666666666667,2.485,5.250666666666667,+39d40m40.87s,39.6780204,510.523,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.456,0.578,1.033,1.09
Kepler-121 c,Kepler-121,1,2,0,Transit,41.008114694999996,0.2163,2.6286666666666667,0.2346666666666667,,,,0.0,7.7,430.3333333333333,88.96999999999998,2454980.0338148335,0.10385749999999999,4.213800000000001,0.03315,,5325.333333333333,0.7242857142857143,0.835,-0.23,[Fe/H],-0.474,4.631666666666667,2.485,1.8442,+39d40m40.87s,39.6780204,510.523,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.456,0.578,1.033,1.09
Kepler-1210 b,Kepler-1210,1,1,0,Transit,8.071118092499999,0.07665,1.6024,0.1505,,,,0.0,139.495,862.0,88.42999999999999,2454970.7704675,0.030486666666666672,2.8263666666666665,0.0163,,5663.2,0.9099999999999999,0.9233333333333333,-0.14,[Fe/H],-0.149,4.4925,3.965,3.0973,+48d13m09.62s,48.2193376,1176.53,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.649,0.823,1.459,1.539
Kepler-1211 b,Kepler-1211,1,1,0,Transit,11.018158632,0.09875,2.668,0.2545,,,,0.0,128.91,834.5,86.46999999999998,2454979.4947916,0.059645000000000004,4.4293249999999995,0.024300000000000002,,5878.0,1.0379999999999998,1.0133333333333334,-0.1,[Fe/H],0.134,4.4475,2.285,0.4036666666666667,+40d51m24.88s,40.8569116,1826.53,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.691,0.875,1.546,1.631
Kepler-1212 b,Kepler-1212,1,1,0,Transit,12.941279020000001,0.1096,1.9192,0.1885,,,,0.0,118.195,800.5,89.18333333333334,2454972.8956763996,0.033555,4.540725,0.017163333333333336,,6084.433999999999,1.065,1.0750000000000002,-0.155,"['[Fe/H]', '[M/H]']",0.211,4.42,1.82,1.0912333333333333,+50d02m14.35s,50.0373196,1316.57,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.931,1.18,2.066,2.18
Kepler-1213 b,Kepler-1213,1,1,0,Transit,5.349646706666667,0.0618,1.241,0.124,,,,0.0,458.6666666666667,1130.0,83.41000000000001,2454966.8918933333,0.009283333333333333,4.203033333333333,0.009713333333333333,,6093.881666666667,1.2166666666666666,1.1099999999999999,0.020000000000000004,"['[Fe/H]', '[M/H]']",0.395,4.356,2.2350000000000003,0.4180333333333333,+50d56m39.11s,50.9441967,807.812,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.98,1.241,2.174,2.293
Kepler-1214 b,Kepler-1214,1,1,0,Transit,18.82660496,0.132,2.3972,0.199,,,,0.0,26.015,585.5,89.52666666666666,2455024.17397725,0.0839225,2.571425,0.026340000000000002,,5115.8,0.8299999999999998,0.855,-0.0049999999999999975,[Fe/H],-0.419,4.5125,4.68,9.390933333333335,+49d48m02.36s,49.8006565,729.227,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.491,0.622,1.12,1.181
Kepler-1215 b,Kepler-1215,1,1,0,Transit,4.767035182500001,0.0529,1.26775,0.10450000000000001,,,,0.0,268.46500000000003,1048.0,86.64333333333333,2454965.691855,0.016653333333333332,2.0416000000000003,0.012793333333333335,,5587.0,0.9259999999999999,0.8966666666666666,-0.075,[Fe/H],-0.182,4.466666666666667,7.095000000000001,4.1613,+48d10m53.03s,48.1813978,661.022,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.666,0.844,1.494,1.576
Kepler-1216 b,Kepler-1216,1,1,0,Transit,4.370417939999999,0.05306666666666667,1.439,0.127,,,,0.0,437.00333333333333,1153.0,88.86666666666667,2454964.923135,0.01948666666666667,2.8073333333333337,0.012753333333333334,,5802.0,1.055,1.026,0.08,[Fe/H],0.073,4.4159999999999995,2.2350000000000003,1.3977666666666666,+45d55m04.72s,45.917979,1258.36,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.728,0.923,1.628,1.718
Kepler-1217 b,Kepler-1217,1,1,0,Transit,2.032321195,0.032299999999999995,1.8481999999999998,0.17149999999999999,,,,0.0,1318.15,1523.3333333333333,87.98,2454965.3202175,0.03021333333333334,1.7501666666666666,0.016069999999999997,,6035.0,1.042,1.08,0.035,[Fe/H],0.085,4.443333333333333,2.05,2.7693,+50d56m15.22s,50.9375614,1347.71,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.84,1.064,1.871,1.973
Kepler-1218 b,Kepler-1218,1,1,0,Transit,22.922411878,0.1602,1.4684,0.14150000000000001,,,,0.0,68.265,719.0,88.35333333333334,2454966.6635018,0.0142575,7.934225,0.0113,,5971.782,1.2559999999999998,1.05,-0.07733333333333334,"['[Fe/H]', '[M/H]']",0.363,4.2975,3.455,0.28926666666666667,+44d31m54.06s,44.5316825,840.503,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.875,1.109,1.945,2.051
Kepler-1219 b,Kepler-1219,1,1,0,Transit,16.104819314,0.13076666666666667,2.268,0.2295,,,,0.0,322.00333333333333,937.0,88.05,2454968.007572,0.0129275,5.8054499999999996,0.010966666666666666,,5945.6016666666665,2.138333333333333,1.185,-0.011,"['[Fe/H]', '[M/H]']",0.926,3.9519999999999995,5.135,0.5003333333333333,+47d22m42.63s,47.3785082,880.895,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.526,1.933,3.394,3.58
Kepler-122 b,Kepler-122,1,5,0,Transit,5.766189381666667,0.0635,2.1755,0.209,,,,0.0,383.67333333333335,1082.3333333333333,89.17666666666666,2454967.015603,0.0367175,3.8951800000000008,0.017776666666666666,,6042.571428571428,1.1442857142857144,1.056,-0.13999999999999999,[Fe/H],0.27,4.384,2.095,0.8640666666666666,+39d56m56.49s,39.9490248,1027.45,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.988,1.251,2.192,2.312
Kepler-122 c,Kepler-122,1,5,0,Transit,12.466021194999998,0.10646666666666667,5.4195,0.5206666666666667,,,,0.0,137.40666666666667,836.0,88.81333333333333,2454967.0018505002,0.2270675,5.079559999999999,0.044169999999999994,,6042.571428571428,1.1442857142857144,1.0560000000000003,-0.14,[Fe/H],0.27,4.384,2.095,0.8029666666666667,+39d56m56.49s,39.9490248,1027.45,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.988,1.251,2.192,2.312
Kepler-122 d,Kepler-122,1,5,0,Transit,21.587257203333333,0.1533,1.9896666666666665,0.19099999999999998,,,,0.0,66.04666666666667,697.0,89.39333333333333,2454975.9741886663,0.03062,4.60786,0.016200000000000003,,6042.571428571428,1.1442857142857144,1.0560000000000003,-0.14,[Fe/H],0.27,4.384,2.095,1.6948,+39d56m56.49s,39.9490248,1027.45,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.988,1.251,2.192,2.312
Kepler-122 e,Kepler-122,1,5,0,Transit,37.99568794857142,0.224375,2.2455714285714286,0.21275,27.7,0.087,,0.0,31.08,577.0,88.62333333333333,2454995.995405333,0.035025,7.080080000000001,0.018170000000000002,,6042.571428571428,1.1442857142857144,1.056,-0.13999999999999999,[Fe/H],0.27,4.384,2.095,0.6408666666666667,+39d56m56.49s,39.9490248,1027.45,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.988,1.251,2.192,2.312
Kepler-122 f,Kepler-122,1,5,0,Transit Timing Variations,56.260645148,0.2904333333333333,2.0148333333333333,0.18633333333333332,36.0,0.113,,0.0,18.426666666666666,506.3333333333333,89.675,2454997.2177582504,0.03544749999999999,8.318425,0.01717,,6041.333333333333,1.1316666666666666,1.056,-0.13999999999999999,[Fe/H],0.27,4.405,2.095,0.8069333333333333,+39d56m56.49s,39.9490248,1027.45,super earth,,,,,,,,,,,,,,,,,False,,,,,,
Kepler-1220 b,Kepler-1220,1,1,0,Transit,7.4269930075,0.07163333333333334,1.4344000000000001,0.135,,,,0.0,167.88666666666668,922.0,89.20666666666666,2454966.0992775,0.020923333333333332,3.1786,0.013223333333333332,,5736.5,0.9824999999999999,0.9480000000000001,-0.13333333333333333,[Fe/H],0.025,4.436,5.115,2.0024333333333333,+42d58m39.86s,42.9777396,961.907,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.757,0.959,1.688,1.78
Kepler-1221 b,Kepler-1221,1,1,0,Transit,12.000962359999999,0.0933,1.66,0.168,,,,0.0,37.81,642.5,88.38499999999999,2454975.0378521997,0.04732,3.275575,0.020413333333333335,,5221.333333333333,0.7566666666666667,0.7933333333333333,-0.23500000000000004,[Fe/H],,4.574999999999999,4.1850000000000005,1.34885,+45d42m42.63s,45.7118423,913.65,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.514,0.651,1.17,1.234
Kepler-1222 b,Kepler-1222,1,1,0,Transit,1.9169547975,0.027866666666666665,0.8072000000000001,0.069,,,,0.0,459.25666666666666,1183.3333333333333,86.48666666666666,2454965.4648875,0.011093333333333335,1.4232000000000002,0.01039,,5149.166666666667,0.764,0.8160000000000001,-0.09333333333333332,[Fe/H],-0.458,4.586,2.485,4.147366666666667,+49d22m47.36s,49.3798215,415.218,terrestrial,,,,,,,,,,,,,,,,,False,0.0,0.0,0.509,0.645,1.157,1.22
Kepler-1223 b,Kepler-1223,1,1,0,Transit,16.301384368,0.1161,1.3297999999999999,0.1195,,,,0.0,21.970000000000002,534.5,87.96666666666665,2454966.789516,0.0281175,4.03265,0.01609,,4817.833333333333,0.758,0.7650000000000001,0.18,[Fe/H],-0.541,4.5675,8.615,1.3260333333333332,+44d33m09.92s,44.5527542,459.957,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.42,0.532,0.968,1.021
Kepler-1224 b,Kepler-1224,1,1,0,Transit,13.323562192,0.11376666666666667,1.2382,0.11699999999999999,,,,0.0,131.32000000000002,860.0,89.23,2454964.367241,0.0111425,3.9662500000000005,0.009763333333333334,,6203.5,1.135,1.144,0.02666666666666666,[Fe/H],0.293,4.385,1.725,1.5607,+37d32m14.33s,37.537313,559.598,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.016,1.287,2.249,2.372
Kepler-1225 b,Kepler-1225,1,1,0,Transit,7.010739892499999,0.07529999999999999,2.3062500000000004,0.1735,,,,0.0,554.13,1189.3333333333333,87.7,2454971.401935,0.02151333333333334,2.2194,0.014393333333333333,,6108.493333333333,1.4083333333333334,1.1560000000000001,-0.1455,"['[Fe/H]', '[M/H]']",0.333,4.252,1.61,3.6357666666666666,+40d08m13.08s,40.1369671,1347.52,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.987,1.25,2.186,2.305
Kepler-1226 b,Kepler-1226,1,1,0,Transit,17.292203308,0.13446666666666665,1.7833999999999999,0.174,,,,0.0,103.45666666666666,763.6666666666666,86.98,2454968.754853,0.0194925,6.929675,0.01392,,6037.665,1.2,1.0675,-0.0072499999999999926,"['[Fe/H]', '[M/H]']",0.359,4.366,2.0100000000000002,0.3565,+50d37m17.25s,50.6214592,1125.72,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.798,1.01,1.775,1.872
Kepler-1227 b,Kepler-1227,1,1,0,Transit,94.2893037325,0.39693333333333336,2.1718,0.199,,,,0.0,4.736666666666667,387.6666666666667,89.85,2454999.51053275,0.0533675,4.186525,0.021166666666666667,,5684.5,0.9259999999999999,0.9560000000000001,-0.08333333333333333,[Fe/H],-0.158,4.475,4.6850000000000005,4.7629,+41d52m29.90s,41.8749712,623.706,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.707,0.895,1.58,1.667
Kepler-1228 b,Kepler-1228,1,1,0,Transit,0.5773708225,0.012633333333333335,1.5032,0.1335,,,,0.0,2049.03,1763.0,85.24,2454965.4255015003,0.04137333333333334,1.0907,0.018979999999999997,,5090.108333333334,0.73,0.8,-0.39066666666666666,"['[Fe/H]', '[M/H]']",-0.555,4.6066666666666665,3.215,3.7000999999999995,+46d57m58.30s,46.9661945,515.453,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.444,0.562,1.015,1.07
Kepler-1229 b,Kepler-1229,1,1,0,Transit,86.829054715,0.3012,1.5439999999999998,0.143,,,,0.0,0.38999999999999996,212.0,89.44924999999999,2455022.2660458335,0.082214,5.91568,0.02849,,3741.3333333333335,0.48666666666666664,0.5025,-0.10000000000000002,[Fe/H],-1.383,4.768333333333333,6.406666666666666,3.293225,+46d59m48.04s,46.9966782,265.482,super earth,0.73,,,,,Super-terrienne chaude,Mésoplanète,,True,,,,,,,,False,100.0,100.0,0.178,0.226,0.432,0.456
