pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_trandep,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum_x,st_logg,st_age,st_dens,decstr,dec,sy_dist,pl_type,IST,SPH,HZD,HZC,HZA,pClass,hClass,PHI,is_pot_livable,st_class,st_chz_inn_edge (AU),st_chz_out_edge (AU),st_lum_y,st_chz_width,st_chz_inn_edge (ls),st_chz_out_edge (ls),pl_orb_is_in_CHZ,pl_orb_prc_in_cCHZ,pl_orb_prc_in_cCHZ,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-673 b,Kepler-673,1,1,0,Transit,3.72873219,0.045366666666666666,6.0542,0.5565,,,,0.0,256.6566666666667,1019.3333333333334,87.91333333333334,2454997.3355658003,0.5482125,2.7078499999999996,0.06771666666666666,,5426.166666666667,0.8119999999999999,0.895,-0.06,[Fe/H],-0.344,4.5675,2.485,1.6410333333333333,+50d03m14.60s,50.0540561,918.21,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.555,0.703,1.256,1.325
Kepler-674 b,Kepler-674,1,1,0,Transit,2.2433807860000003,0.02705,1.7846,0.1785,,,,0.0,102.07333333333332,753.5,86.45,2454996.0514876,0.08550250000000001,1.127125,0.028673333333333332,,4086.4,0.58,0.575,-0.25,[Fe/H],-0.907,4.6979999999999995,8.605,7.705000000000001,+50d08m58.88s,50.1496897,342.254,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.242,0.307,0.576,0.607
Kepler-675 b,Kepler-675,1,1,0,Transit,2.33744066,0.031733333333333336,2.3026,0.2125,,,,0.0,303.7766666666667,1048.0,87.64999999999999,2454996.8143792,0.0997975,2.0442,0.028509999999999997,,4943.2,0.75,0.795,0.013999999999999999,"['[Fe/H]', '[M/H]']",-0.507,4.590000000000001,3.2399999999999998,2.0437333333333334,+50d13m49.25s,50.2303479,665.68,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.432,0.547,0.991,1.046
Kepler-676 b,Kepler-676,1,1,0,Transit,11.598210263999999,0.08066666666666666,2.9788000000000006,0.2755,,,,0.0,6.710000000000001,412.3333333333333,88.55666666666667,2455004.1171086,0.301695,2.561,0.05390333333333334,,3731.6666666666665,0.51,0.5275000000000001,0.02333333333333333,[Fe/H],-1.295,4.747999999999999,9.035,3.1254666666666666,+50d17m14.51s,50.2873626,295.196,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.164,0.208,0.4,0.421
Kepler-677 b,Kepler-677,1,1,0,Transit,6.57531985,0.068,6.234,0.63,,,,0.0,467.325,1022.5,88.92999999999999,2454998.743273,0.28798250000000003,4.332125,0.04902,,5872.0,1.325,0.98,-0.13,[Fe/H],0.39,4.3225,4.335,0.5941666666666667,+50d19m17.66s,50.3215731,1954.08,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.732,0.927,1.636,1.726
Kepler-678 b,Kepler-678,1,1,0,Transit,7.275035555,0.0716,6.0,0.711,,,,0.0,338.05,807.5,85.34333333333335,2454993.9006505003,0.3104025,7.542924999999999,0.05189,,5436.2,1.2879999999999998,0.9249999999999999,0.14,[Fe/H],0.449,4.3675,2.5349999999999997,0.1311,+50d29m40.23s,50.4945093,1826.15,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.633,0.802,1.425,1.503
Kepler-679 b,Kepler-679,1,1,0,Transit,12.393534334,0.09936666666666666,2.7958,0.26,,,,0.0,52.046666666666674,686.0,86.61,2455004.3115121997,0.09642500000000001,3.73195,0.032183333333333335,,5479.8,0.8,0.868,-0.30333333333333334,[Fe/H],-0.348,4.577500000000001,2.435,1.0728666666666666,+50d34m04.09s,50.5678019,922.244,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.564,0.714,1.273,1.343
Kepler-68 b,Kepler-68,2,3,0,Transit,5.398760491,0.061425,2.334857142857143,0.207,7.0691500000000005,0.022212500000000003,2.96,0.01,415.33,1177.25,87.7825,2455087.8395357504,0.030131666666666668,3.518284,0.017367999999999998,,5822.246,1.242,1.08,0.10149999999999999,"['[Fe/H]', '[M/H]']",0.21250000000000002,4.27,6.326666666666667,0.9177833333333333,+49d02m24.77s,49.0402129,144.166,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.973,1.233,2.169,2.288
Kepler-68 c,Kepler-68,2,3,0,Transit,9.60502898,0.09014749999999999,0.96475,0.08525,4.68,0.014690000000000002,28.0,0.21,192.9766666666667,943.6666666666666,87.5475,2455060.6286000004,0.0053725,3.07598,0.0072900000000000005,,5822.246,1.2325,1.0525,0.1015,"['[M/H]', '[Fe/H]']",0.21250000000000002,4.27,6.326666666666667,1.4392,+49d02m24.77s,49.0402129,144.166,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.973,1.233,2.169,2.288
Kepler-68 d,Kepler-68,2,3,0,Radial Velocity,613.1999999999999,1.4,,,270.9003666666667,0.8523566666666667,,0.146,,,,2455878.0,,,,,5834.115,1.25,1.07,0.123,"['[Fe/H]', '[M/H]']",0.21250000000000002,4.27,6.3,0.7771333333333333,+49d02m24.77s,49.0402129,144.166,,,,,,,,,,,,,,,,,,False,100.0,100.0,0.973,1.233,2.169,2.288
Kepler-680 b,Kepler-680,1,1,0,Transit,3.6898998900000004,0.04695,2.125,0.2185,,,,0.0,557.8050000000001,1134.5,89.12666666666667,2455003.3718925,0.04476333333333334,2.6054,0.0193,,5823.2,1.09,1.0266666666666666,0.035,[Fe/H],0.197,4.4075,2.0100000000000002,1.3630333333333333,+50d37m05.45s,50.6181793,1492.48,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.86,1.089,1.916,2.021
Kepler-681 b,Kepler-681,1,1,0,Transit,26.394394386,0.16256666666666666,3.0902000000000003,0.2775,,,,0.0,13.806666666666667,483.0,89.34666666666668,2455003.7751597995,0.1633575,3.543525,0.037836666666666664,,5068.166666666667,0.7625,0.8160000000000001,0.006666666666666667,[Fe/H],-0.457,4.5825,4.505,3.6237,+51d15m00.87s,51.2502428,686.923,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.449,0.569,1.029,1.085
Kepler-682 b,Kepler-682,1,1,0,Transit,12.611908786,0.1049,8.863800000000001,0.9884999999999999,,,,0.0,191.125,746.0,88.205,2455006.3250172,0.6328075,5.163375,0.07461333333333332,,5675.6,1.294,0.955,-0.035,[Fe/H],0.48,4.293333333333333,2.99,0.4733,+51d44m14.49s,51.7373589,1979.25,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.627,0.794,1.408,1.485
Kepler-683 b,Kepler-683,1,1,0,Transit,2.5391790175,0.03643333333333334,2.0555000000000003,0.177,,,,0.0,742.0166666666668,1339.0,85.76666666666667,2455002.6750649996,0.040183333333333335,2.450833333333333,0.01916,,5707.131666666667,1.008,0.9800000000000001,0.022500000000000003,"['[Fe/H]', '[M/H]']",-0.041,4.425,2.935,1.4516333333333333,+37d54m20.27s,37.9056293,1023.07,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.698,0.884,1.562,1.648
Kepler-684 b,Kepler-684,1,1,0,Transit,6.770290213999999,0.0665,3.6082,0.4065,,,,0.0,217.0666666666667,841.0,87.58,2454996.8070265995,0.14082,2.068275,0.03692,,5612.025000000001,1.095,0.8949999999999999,-0.46599999999999997,"['[Fe/H]', '[M/H]']",0.209,4.46,2.3850000000000002,2.6968,+38d16m24.95s,38.2735978,1731.27,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.593,0.752,1.336,1.41
Kepler-685 b,Kepler-685,1,1,0,Transit,1.625522434,0.026566666666666666,9.4588,0.853,,,,0.0,1349.4266666666665,1558.3333333333333,89.58500000000001,2454996.0239188,0.8338925,2.44397,0.08182333333333335,,5642.623333333333,1.055,0.9780000000000001,0.21950000000000003,"['[M/H]', '[Fe/H]']",-0.051,4.3625,7.345000000000001,1.2594666666666667,+38d25m22.51s,38.4229184,938.715,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.917,1.162,2.039,2.151
Kepler-686 b,Kepler-686,1,1,0,Transit,1.5947452425000002,0.0264,12.322000000000001,1.1795,,,,0.0,1731.16,1549.3333333333333,85.52,2455003.6482712002,1.580435,2.011,0.11747999999999999,,5838.8,1.012,0.9675,-0.225,[Fe/H],0.108,4.430000000000001,3.235,1.5437,+39d01m38.88s,39.027466,1490.94,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.665,0.843,1.491,1.573
Kepler-687 b,Kepler-687,1,1,0,Transit,20.505894638,0.1318,3.4826,0.3025,,,,0.0,16.355,505.5,89.08,2455006.2321340004,0.2262675,4.1789000000000005,0.04437,,4858.6,0.7266666666666666,0.7366666666666667,-0.04,[Fe/H],-0.567,4.577500000000001,9.7,2.5977333333333337,+39d09m11.85s,39.1532911,633.66,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.404,0.512,0.933,0.984
Kepler-688 b,Kepler-688,1,1,0,Transit,3.895935386,0.04630000000000001,8.560599999999999,0.8855,,,,0.0,315.87000000000006,1013.6666666666666,87.61,2454995.7356806,0.91628,2.382775,0.08885333333333333,,5571.8,0.9133333333333334,0.9120000000000001,-0.13999999999999999,[Fe/H],-0.024,4.495,2.4349999999999996,1.8482666666666667,+39d18m30.04s,39.3083446,1357.75,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.708,0.896,1.584,1.67
Kepler-689 b,Kepler-689,1,1,0,Transit,22.366511537999997,0.14623333333333333,2.716,0.268,,,,0.0,25.153333333333336,541.6666666666666,88.95666666666666,2455003.9835492005,0.10141,5.312424999999999,0.030579999999999996,,5415.166666666667,0.85,0.868,-0.22333333333333336,[Fe/H],-0.153,4.548,2.585,1.3352333333333333,+39d31m18.11s,39.5216975,1131.73,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.612,0.775,1.377,1.452
Kepler-69 b,Kepler-69,1,2,0,Transit,13.72236145,0.104975,2.383833333333333,0.2185,,,,0.08,90.89333333333333,781.5,89.32300000000001,2454970.8409928572,0.058818,5.20034,0.022268,G4 V,5713.412857142857,1.0271428571428571,0.9380000000000001,-0.2044,"['[Fe/H]', '[M/H]']",0.02466666666666667,4.41,5.233333333333333,0.9394,+44d52m07.92s,44.8688656,730.625,neptune-like,,,,,,,,,,G4,,,,,,,False,0.0,0.0,0.677,0.857,1.518,1.601
Kepler-69 c,Kepler-69,1,2,0,Transit,242.46531622428574,0.7131500000000001,1.8295000000000001,0.16749999999999998,,,,0.07,1.9733333333333334,297.75,89.8022,2454983.865473143,0.03265666666666667,12.76806,0.016988,G4 V,5713.412857142857,1.0271428571428571,0.9380000000000001,-0.2044,"['[Fe/H]', '[M/H]']",0.024666666666666667,4.41,5.233333333333333,0.90686,+44d52m07.92s,44.8688656,730.625,super earth,,,,,,,,,,G4,,,,,,,False,0.0,40.5,0.677,0.857,1.518,1.601
Kepler-690 b,Kepler-690,1,1,0,Transit,7.748092762000001,0.07873333333333334,5.4266,0.5245,,,,0.0,209.59666666666666,937.0,88.92666666666666,2455007.9971476,0.251355,3.634,0.04579,,5850.333333333333,1.114,1.072,0.29,[Fe/H],0.141,4.386,3.525,1.0189000000000001,+39d46m17.31s,39.7714758,1665.31,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.905,1.146,2.014,2.124
Kepler-691 b,Kepler-691,1,1,0,Transit,8.114373548,0.06443333333333334,2.1879999999999997,0.1965,,,,0.0,11.576666666666668,472.0,88.55000000000001,2455001.2250122,0.16808250000000002,2.351925,0.038689999999999995,,3731.1666666666665,0.5319999999999999,0.545,0.17,[Fe/H],-1.305,4.7325,8.94,4.920733333333334,+40d01m59.63s,40.0332311,279.115,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.169,0.214,0.41,0.433
Kepler-692 b,Kepler-692,1,1,0,Transit,21.812955076,0.14725,3.3152,0.2665,,,,0.0,33.915,633.0,89.56,2455007.0098776002,0.1270925,4.425350000000001,0.03286,,5502.2,0.9119999999999999,0.9,0.035,[Fe/H],-0.233,4.48,8.44,2.1942666666666666,+40d09m13.33s,40.1537027,991.336,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.584,0.739,1.317,1.389
Kepler-693 b,Kepler-693,2,1,0,Transit,15.37569314,0.1098,10.494200000000001,0.9550000000000001,,,,0.0,29.419999999999998,580.3333333333334,88.77000000000001,2455006.6119982502,1.70635,3.30195,0.12383666666666666,,4938.666666666667,0.8039999999999999,0.756,-0.04666666666666667,[Fe/H],-0.427,4.536,9.235,2.429,+40d21m29.58s,40.3582155,1151.51,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.405,0.513,0.932,0.983
Kepler-694 b,Kepler-694,1,1,0,Transit,6.365835634,0.06630000000000001,2.6151999999999997,0.2455,,,,0.0,179.54999999999998,915.6666666666666,87.36666666666666,2454996.4964449997,0.0812675,3.0227250000000003,0.027026666666666668,,5733.333333333333,0.916,0.9633333333333333,-0.09,[Fe/H],-0.078,4.486666666666667,2.2350000000000003,1.4294333333333331,+40d25m13.64s,40.4204569,1023.06,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.697,0.883,1.561,1.646
Kepler-695 b,Kepler-695,1,1,0,Transit,3.0403311124999997,0.0372,9.518600000000001,0.9695,,,,0.0,378.175,1000.0,85.945,2455002.94873925,1.0613733333333333,1.8275333333333332,0.10222333333333333,,5030.4,0.914,0.78,-0.034999999999999996,[Fe/H],-0.159,4.4725,9.185,1.8210333333333335,+40d49m20.57s,40.8223815,842.947,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.499,0.633,1.137,1.199
Kepler-696 b,Kepler-696,1,1,0,Transit,4.190421316,0.05225,6.302200000000001,0.5655,,,,0.0,587.1333333333333,1228.3333333333333,87.23333333333333,2454996.8985995995,0.3037925,2.94525,0.051316666666666656,,5966.011666666666,1.1433333333333333,1.0574999999999999,0.15133333333333335,"['[M/H]', '[Fe/H]']",0.151,4.355,4.54,1.2640666666666667,+41d08m15.23s,41.1375635,1416.44,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.84,1.064,1.87,1.972
Kepler-697 b,Kepler-697,1,1,0,Transit,3.70987415,0.0461,4.133799999999999,0.39049999999999996,,,,0.0,393.85666666666674,1078.3333333333333,88.96666666666665,2454997.5674832,0.2118375,3.131925,0.04163,,5602.333333333333,0.9333333333333332,0.9540000000000001,0.05000000000000001,[Fe/H],-0.025,4.504,2.435,1.1951333333333334,+41d20m46.99s,41.3463859,1277.33,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.611,0.774,1.375,1.45
Kepler-698 b,Kepler-698,1,1,0,Transit,16.329752717999998,0.12475,4.1928,0.4345,,,,0.0,101.27666666666666,726.0,87.11666666666667,2455003.7641538,0.1234325,6.2286,0.034903333333333335,,5774.833333333333,1.23,0.9674999999999999,-0.045,[Fe/H],0.388,4.3425,4.835,0.19920000000000002,+41d18m06.29s,41.3017465,1995.57,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.651,0.824,1.461,1.541
Kepler-699 b,Kepler-699,1,1,0,Transit,27.807560697999996,0.17396666666666669,18.107599999999998,2.0534999999999997,,,,0.0,54.403333333333336,565.6666666666666,88.88499999999999,2455014.1517958,2.6580425000000005,4.1471175,0.16427333333333333,,5772.333333333333,1.2,0.93,-0.39,[Fe/H],0.475,4.366666666666667,2.4850000000000003,1.4719,+41d23m45.92s,41.3960896,2089.7,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.511,0.648,1.158,1.221
Kepler-7 b,Kepler-7,1,1,0,Transit,4.8854939377777775,0.06174375,17.386111111111113,1.5823333333333334,139.90768799999998,0.44020000000000004,0.13712,0.013,1250.6666666666667,1545.4285714285713,86.2387142857143,2454989.7496425,0.7522425,5.072349999999999,0.081754,,6010.142857142857,1.9533333333333336,1.298888888888889,0.12666666666666668,"['[Fe/H]', '[M/H]']",0.657,3.97,3.7399999999999998,0.26714,+41d05m23.04s,41.0897335,922.562,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.545,1.957,3.437,3.625
Kepler-700 b,Kepler-700,1,1,0,Transit,80.87204945399999,0.3518666666666667,6.4156,0.6405000000000001,,,,0.0,8.896666666666667,406.3333333333333,89.39,2455036.8955934,0.36507,11.129975,0.05684,,5609.5,1.0983333333333334,0.924,-0.12666666666666662,[Fe/H],0.23,4.384,2.6350000000000002,0.4082333333333333,+41d33m56.80s,41.5657775,1491.76,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.703,0.89,1.574,1.66
Kepler-701 b,Kepler-701,1,1,0,Transit,10.355357506,0.08875,2.6214000000000004,0.22949999999999998,,,,0.0,80.92,770.0,88.41666666666667,2454997.723208,0.0776925,3.336725,0.026716666666666666,,5410.8,0.8780000000000001,0.8775,0.01,[Fe/H],-0.276,4.4925,7.6850000000000005,1.6993333333333334,+41d37m59.93s,41.6333125,774.152,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.553,0.7,1.252,1.32
Kepler-702 b,Kepler-702,1,1,0,Transit,10.526294016,0.0885,8.8436,0.851,,,,0.0,75.035,714.5,88.75,2455001.1012924,1.017015,2.557675,0.09624333333333333,,5350.614,0.89,0.86,0.018666666666666665,"['[Fe/H]', '[M/H]']",-0.159,4.476666666666667,5.535,3.0100000000000002,+41d39m42.21s,41.6617245,992.071,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.58,0.735,1.309,1.381
Kepler-703 b,Kepler-703,1,1,0,Transit,4.583520936,0.05375,6.1906,0.646,,,,0.0,324.045,1034.6666666666667,89.52333333333333,2454995.640196,0.40464,2.7826750000000002,0.057433333333333336,,5887.0,1.02,1.045,-0.034999999999999996,[Fe/H],0.067,4.4475,1.595,1.9474,+41d44m33.72s,41.742699,1156.83,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.066,1.35,2.358,2.487
Kepler-704 b,Kepler-704,1,1,0,Transit,3.761835515,0.046,2.6157999999999997,0.2555,,,,0.0,443.37,1114.3333333333333,80.02,2454995.498254,0.05263999999999999,3.2977749999999997,0.02405,,5568.25,1.02,0.9333333333333332,0.095,[Fe/H],0.036,4.3999999999999995,6.765000000000001,0.33790000000000003,+41d50m13.54s,41.8370942,1228.83,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.687,0.871,1.542,1.627
Kepler-705 b,Kepler-705,1,1,0,Transit,56.056106379999996,0.229275,2.192833333333333,0.21033333333333334,,,,0.0,0.74,245.0,89.77333333333333,2455024.8227846664,0.17477800000000002,4.63018,0.04117,,3702.6,0.5133333333333333,0.518,0.175,[Fe/H],-1.3519999999999999,4.745,6.496666666666666,4.82635,+41d48m43.28s,41.8120234,276.881,neptune-like,0.74,,,,,Super-terrienne chaude,Mésoplanète,,True,,,,,,,,False,100.0,100.0,0.173,0.219,0.42,0.443
Kepler-706 b,Kepler-706,1,1,0,Transit,41.40831378200001,0.22210000000000002,12.481,1.2095,,,,0.0,12.469999999999999,459.5,89.815,2455020.5056537995,2.36972,4.9674,0.13990333333333335,,5438.932,0.86,0.865,-0.3416666666666666,"['[Fe/H]', '[M/H]']",-0.218,4.5275,2.895,2.8057666666666665,+41d56m38.69s,41.9440794,886.667,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.562,0.712,1.27,1.339
Kepler-707 b,Kepler-707,1,1,0,Transit,2.23749747,0.03166666666666667,1.4262000000000001,0.11549999999999999,,,,0.0,382.64000000000004,1135.0,81.88333333333334,2455003.8157425,0.032323333333333336,2.0851333333333333,0.01823,,5196.666666666667,0.7549999999999999,0.8459999999999999,-0.04,[Fe/H],-0.501,4.615,3.4000000000000004,3.2664666666666666,+42d06m59.29s,42.1164698,591.776,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.462,0.585,1.054,1.112
Kepler-708 b,Kepler-708,1,1,0,Transit,3.167885724,0.042300000000000004,2.8206,0.2635,,,,0.0,605.495,1206.5,87.44333333333334,2454997.5458943998,0.08342,2.2718249999999998,0.026976666666666666,,5798.054,0.99,0.9975,0.034666666666666665,"['[M/H]', '[Fe/H]']",0.037,4.465,2.485,1.9917666666666667,+42d12m45.06s,42.2125159,1394.22,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.703,0.89,1.574,1.66
Kepler-709 b,Kepler-709,1,1,0,Transit,16.085240194,0.11565,3.2923999999999998,0.281,,,,0.0,30.825,608.5,88.46666666666665,2455003.6301924004,0.1515,3.8501499999999997,0.03793333333333333,,5157.5825,0.776,0.815,0.017666666666666667,"['[M/H]', '[Fe/H]']",-0.481,4.57,9.100000000000001,2.2761,+42d22m49.11s,42.3803077,664.843,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.463,0.587,1.059,1.117
Kepler-710 b,Kepler-710,1,1,0,Transit,4.347293779999999,0.0507,2.1482,0.21600000000000003,,,,0.0,460.98,1062.6666666666667,88.60333333333331,2454997.4083982003,0.04564,2.1938,0.019903333333333332,,5697.901666666668,1.075,0.9275,-0.0795,"['[Fe/H]', '[M/H]']",0.265,4.428,2.285,2.9302000000000006,+42d41m46.07s,42.6961308,1448.34,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.651,0.824,1.46,1.54
Kepler-711 b,Kepler-711,1,1,0,Transit,23.589157162,0.14345,3.2134,0.305,,,,0.0,14.455,483.5,87.20333333333333,2455002.1020386005,0.1231925,4.817425,0.03936666666666667,,4975.2,0.75,0.7625,-0.13999999999999999,[Fe/H],-0.499,4.576666666666666,9.135,0.9434000000000001,+42d50m23.34s,42.8398172,624.575,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.506,0.641,1.151,1.214
Kepler-712 b,Kepler-712,1,2,0,Transit,21.022454198,0.1381666666666667,3.1984000000000004,0.2895,,,,0.0,17.736666666666668,527.3333333333334,89.095,2455028.0632019998,0.18760749999999998,4.198725,0.03976333333333334,,5112.5,0.7525,0.8099999999999999,-0.14,"['[Fe/H]', '[M/H]']",-0.484,4.6049999999999995,2.005,2.7946666666666666,+42d56m06.72s,42.9351987,872.493,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.482,0.61,1.098,1.158
Kepler-712 c,Kepler-712,1,2,0,Transit,226.890543338,0.6742666666666667,4.5646,0.4195,,,,0.0,0.7433333333333333,240.0,89.69666666666667,2455040.359506,0.31741749999999996,7.686249999999999,0.05618,,5112.5,0.7525,0.8099999999999999,-0.13999999999999999,"['[M/H]', '[Fe/H]']",-0.484,4.6049999999999995,2.005,2.1995666666666667,+42d56m06.72s,42.9351987,872.493,neptune-like,,,,,,,,,,,,,,,,,False,100.0,100.0,0.482,0.61,1.098,1.158
Kepler-713 b,Kepler-713,1,1,0,Transit,7.411139846,0.0744,2.5414000000000003,0.242,,,,0.0,193.195,899.6666666666666,88.19333333333334,2455000.9349472,0.06411499999999999,2.5825250000000004,0.024413333333333332,,5820.2,0.9959999999999999,1.0025,-0.025,[Fe/H],0.085,4.45,2.8499999999999996,2.3625,+43d01m47.20s,43.0297781,1089.87,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.745,0.943,1.663,1.754
Kepler-714 b,Kepler-714,1,1,0,Transit,8.098886361999998,0.0823,9.834,1.0185,,,,0.0,307.16,973.0,89.94,2455001.5248108003,0.71521,4.24235,0.07686666666666668,,6114.5,1.241666666666667,1.1225,0.05500000000000001,[Fe/H],0.46,4.335,1.9249999999999998,0.8856999999999999,+43d16m21.88s,43.2727437,2083.37,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.893,1.131,1.985,2.093
Kepler-715 b,Kepler-715,1,1,0,Transit,10.006543466,0.09265,3.5869999999999997,0.34550000000000003,,,,0.0,160.31,865.0,84.89333333333333,2455001.9623352,0.09600249999999999,5.2005,0.031676666666666665,,5980.6,1.06,1.0575,0.0,[Fe/H],0.165,4.43,2.14,0.3905666666666667,+43d22m45.71s,43.3793638,1327.44,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.802,1.015,1.786,1.884
Kepler-716 b,Kepler-716,1,2,0,Transit,10.371676644,0.08689999999999999,2.8321999999999994,0.2485,,,,0.0,51.17666666666667,685.6666666666666,88.95,2454999.3961674003,0.130215,3.055825,0.03294,,5106.0,0.79,0.8133333333333334,0.02,[Fe/H],-0.504,4.565,5.385,2.4293666666666667,+43d21m49.89s,43.3638577,635.009,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.474,0.6,1.082,1.141
Kepler-716 c,Kepler-716,1,2,0,Transit,3.9699769775,0.0457,1.4632500000000002,0.124,,,,0.0,199.79000000000002,945.3333333333334,87.95,2454970.7538266666,0.02995666666666667,1.2417333333333334,0.017079999999999998,,5118.25,0.7933333333333333,0.8133333333333334,0.03,[Fe/H],-0.504,4.56,6.2,9.221733333333333,+43d21m49.89s,43.3638577,635.009,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,0.438,0.555,1.004,1.059
Kepler-717 b,Kepler-717,1,1,0,Transit,4.40842458,0.0525,3.1686,0.3635,,,,0.0,1121.295,1142.0,80.73333333333333,2455005.1848935,0.057315,4.827325,0.02428,,5790.5425,1.392,0.97,-0.166,"['[M/H]', '[Fe/H]']",0.604,4.263333333333333,3.385,0.08373333333333333,+43d20m46.84s,43.346345,2805.48,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.585,0.741,1.318,1.39
Kepler-718 b,Kepler-718,1,1,0,Transit,2.0523498675,0.0321,13.686000000000002,1.3570000000000002,,,,0.0,1229.506666666667,1477.3333333333333,87.17,2454995.5019823997,1.506495,2.1249249999999997,0.11272333333333333,,5925.833333333333,1.1166666666666665,1.074,0.1366666666666667,[Fe/H],0.134,4.380000000000001,3.285,1.729466666666667,+43d30m12.66s,43.5035173,1302.33,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.093,1.384,2.417,2.55
Kepler-719 b,Kepler-719,1,1,0,Transit,5.00731548,0.056100000000000004,9.0002,1.041,,,,0.0,508.3066666666666,1008.0,88.11333333333334,2455006.4337596665,0.7178466666666666,4.2306,0.07793666666666667,,5820.833333333333,1.2359999999999998,0.966,-0.22666666666666668,[Fe/H],0.448,4.38,2.19,0.5195333333333334,+43d53m03.88s,43.8844116,2497.51,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.736,0.932,1.643,1.733
Kepler-720 b,Kepler-720,1,1,0,Transit,4.708328702,0.05295,9.722800000000001,0.821,,,,0.0,407.78999999999996,1103.0,89.83,2454996.912652,0.8308375,3.2091225,0.08148,,5540.4,1.0779999999999998,0.9224999999999999,0.07,[Fe/H],0.032,4.355,8.765,1.3556333333333332,+44d10m15.38s,44.1709388,1065.37,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.659,0.835,1.479,1.56
Kepler-721 b,Kepler-721,1,1,0,Transit,5.392034816000001,0.057466666666666666,2.7172,0.2445,,,,0.0,128.66666666666666,832.3333333333334,87.42666666666668,2454997.1778304,0.11895250000000002,3.05725,0.03237333333333333,,5120.0,0.806,0.85,0.12,[Fe/H],-0.362,4.5649999999999995,2.8000000000000003,1.6350333333333333,+44d28m49.36s,44.4803776,926.598,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.47,0.595,1.074,1.132
