pl_name,pl_type
BD-06 1339 b,neptune-like
BD-08 2823 b,neptune-like
BD-11 4672 c,neptune-like
BD+20 594 b,neptune-like
CoRoT-22 b,neptune-like
CoRoT-24 b,neptune-like
CoRoT-24 c,neptune-like
CoRoT-7 c,neptune-like
DS Tuc A b,neptune-like
EPIC 206024342 d,neptune-like
EPIC 211945201 b,neptune-like
EPIC 212297394 c,neptune-like
EPIC 212424622 b,neptune-like
EPIC 212587672 c,neptune-like
EPIC 212624936 c,neptune-like
EPIC 212737443 b,neptune-like
EPIC 212737443 c,neptune-like
EPIC 220674823 c,neptune-like
EPIC 249893012 c,neptune-like
EPIC 249893012 d,neptune-like
GJ 1214 b,neptune-like
GJ 1265 b,neptune-like
GJ 15 A c,neptune-like
GJ 160.2 b,neptune-like
GJ 2056 b,neptune-like
GJ 229 A c,neptune-like
GJ 3082 b,neptune-like
GJ 3138 d,neptune-like
GJ 3293 b,neptune-like
GJ 3293 c,neptune-like
GJ 3293 d,neptune-like
GJ 3341 b,neptune-like
GJ 338 B b,neptune-like
GJ 3470 b,neptune-like
GJ 3998 b,super earth
GJ 667 C c,super earth
GJ 667 C e,super earth
GJ 667 C f,super earth
GJ 667 C g,super earth
GJ 676 A d,super earth
GJ 9827 b,super earth
GJ 9827 c,super earth
HD 106315 b,super earth
HD 108236 b,super earth
HD 108236 c,super earth
HD 108236 f,super earth
HD 136352 b,super earth
HD 137496 b,super earth
HD 15337 b,super earth
HD 15337 c,super earth
HD 156668 b,super earth
HD 158259 b,super earth
HD 164922 d,super earth
HD 20781 b,super earth
HD 207897 b,super earth
HD 20794 b,super earth
HD 20794 c,super earth
HD 20794 d,super earth
HD 20794 e,super earth
HD 213885 b,super earth
HD 215152 b,super earth
HD 215152 c,super earth
HD 215152 d,super earth
HD 215152 e,super earth
HD 21749 c,super earth
HD 219134 b,super earth
HD 219134 c,super earth
HD 219134 d,super earth
HD 219134 f,super earth
HD 23472 b,super earth
HD 23472 c,super earth
HD 3167 b,super earth
HD 39194 b,super earth
HD 39194 d,super earth
HD 40307 b,super earth
HD 80653 b,super earth
Kepler-1606 b,super earth
Kepler-1608 b,super earth
Kepler-160 b,super earth
Kepler-1610 b,super earth
Kepler-1612 b,super earth
Kepler-1613 b,super earth
Kepler-1614 b,super earth
Kepler-1615 b,super earth
Kepler-1616 b,super earth
Kepler-1617 b,super earth
Kepler-1618 b,super earth
Kepler-161 b,super earth
Kepler-161 c,super earth
Kepler-1620 b,super earth
Kepler-1622 b,super earth
Kepler-1623 b,super earth
Kepler-1626 b,super earth
Kepler-162 b,super earth
Kepler-1631 b,super earth
Kepler-1633 b,super earth
Kepler-1638 b,super earth
Kepler-163 b,super earth
Kepler-1644 b,super earth
Kepler-1645 b,super earth
Kepler-1646 b,super earth
Kepler-1649 b,super earth
Kepler-1649 c,super earth
Kepler-164 b,super earth
Kepler-1651 b,super earth
Kepler-1652 b,super earth
Kepler-166 d,super earth
Kepler-1671 b,super earth
Kepler-1679 b,super earth
Kepler-167 b,super earth
Kepler-167 c,super earth
Kepler-167 d,super earth
Kepler-1680 b,super earth
Kepler-1683 b,super earth
Kepler-1686 b,super earth
Kepler-1687 b,super earth
Kepler-1688 b,super earth
Kepler-168 b,super earth
Kepler-1691 b,super earth
Kepler-1692 b,super earth
Kepler-1693 b,super earth
Kepler-1694 b,super earth
Kepler-1695 b,super earth
Kepler-1697 b,super earth
Kepler-1698 b,super earth
Kepler-386 b,super earth
Kepler-386 c,super earth
Kepler-387 b,super earth
Kepler-389 b,super earth
Kepler-389 c,super earth
Kepler-392 c,super earth
Kepler-393 b,super earth
Kepler-393 c,super earth
Kepler-394 b,super earth
Kepler-394 c,super earth
Kepler-395 b,super earth
Kepler-395 c,super earth
Kepler-398 c,super earth
Kepler-399 c,super earth
Kepler-399 d,super earth
Kepler-400 b,super earth
Kepler-400 c,super earth
Kepler-401 b,super earth
Kepler-402 b,super earth
Kepler-402 c,super earth
Kepler-402 d,super earth
Kepler-402 e,super earth
Kepler-403 b,super earth
Kepler-403 c,super earth
Kepler-403 d,super earth
Kepler-404 b,super earth
Kepler-404 c,super earth
Kepler-405 b,super earth
Kepler-406 b,super earth
Kepler-406 c,super earth
Kepler-407 b,super earth
Kepler-409 b,super earth
Kepler-411 b,super earth
Kepler-414 b,super earth
Kepler-415 b,super earth
Kepler-415 c,super earth
Kepler-416 b,super earth
Kepler-417 b,super earth
Kepler-430 c,super earth
Kepler-431 d,super earth
Kepler-438 b,super earth
Kepler-440 b,super earth
Kepler-441 b,super earth
Kepler-442 b,super earth
Kepler-445 b,super earth
Kepler-445 d,super earth
Kepler-446 b,super earth
Kepler-446 c,super earth
Kepler-446 d,super earth
Kepler-1382 b,super earth
Kepler-1383 b,super earth
Kepler-1384 b,super earth
Kepler-1386 b,super earth
Kepler-1389 b,super earth
Kepler-138 c,super earth
Kepler-138 d,super earth
Kepler-1390 b,super earth
Kepler-1391 b,super earth
Kepler-1392 b,super earth
Kepler-1394 b,super earth
Kepler-1396 b,super earth
Kepler-1397 b,super earth
Kepler-1398 c,super earth
Kepler-1399 b,super earth
Kepler-1400 b,super earth
Kepler-1401 b,super earth
Kepler-1404 b,super earth
Kepler-1406 b,super earth
Kepler-1409 b,super earth
Kepler-140 b,super earth
Kepler-140 c,super earth
Kepler-1410 b,super earth
Kepler-1413 b,super earth
Kepler-1414 b,super earth
Kepler-1415 b,super earth
Kepler-1418 b,super earth
Kepler-141 c,super earth
Kepler-1420 b,super earth
Kepler-1422 b,super earth
Kepler-1423 b,super earth
Kepler-1424 b,super earth
Kepler-1426 b,super earth
Kepler-1427 b,super earth
Kepler-1428 b,super earth
Kepler-1429 b,super earth
Kepler-142 b,super earth
Kepler-1430 b,super earth
Kepler-1431 b,super earth
Kepler-1433 b,super earth
Kepler-1434 b,super earth
Kepler-1436 b,super earth
Kepler-1437 b,super earth
Kepler-1439 b,super earth
Kepler-1440 b,super earth
Kepler-1441 b,super earth
Kepler-1448 b,super earth
Kepler-1449 b,super earth
Kepler-144 b,super earth
HD 86226 c,super earth
HD 93385 b,super earth
HD 96700 c,super earth
HD 97658 b,super earth
HIP 116454 b,super earth
Kepler-354 d,super earth
Kepler-355 b,super earth
Kepler-356 b,super earth
Kepler-356 c,super earth
Kepler-357 b,super earth
Kepler-360 b,super earth
Kepler-361 b,super earth
Kepler-362 c,super earth
Kepler-363 b,super earth
Kepler-363 c,super earth
Kepler-363 d,super earth
Kepler-364 b,super earth
Kepler-365 b,super earth
Kepler-365 c,super earth
Kepler-366 b,super earth
Kepler-366 c,super earth
Kepler-367 b,super earth
Kepler-367 c,super earth
Kepler-369 b,super earth
Kepler-369 c,super earth
Kepler-36 b,super earth
Kepler-370 b,super earth
Kepler-370 c,super earth
Kepler-371 b,super earth
Kepler-371 c,super earth
Kepler-372 b,super earth
Kepler-372 c,super earth
Kepler-372 d,super earth
Kepler-373 b,super earth
Kepler-373 c,super earth
Kepler-374 b,super earth
Kepler-374 c,super earth
Kepler-374 d,super earth
Kepler-375 b,super earth
Kepler-376 b,super earth
Kepler-376 c,super earth
Kepler-377 b,super earth
Kepler-377 c,super earth
Kepler-379 b,super earth
Kepler-37 b,super earth
Kepler-380 b,super earth
Kepler-380 c,super earth
Kepler-381 c,super earth
Kepler-382 b,super earth
Kepler-382 c,super earth
Kepler-383 b,super earth
Kepler-383 c,super earth
Kepler-384 b,super earth
Kepler-384 c,super earth
Kepler-1119 b,super earth
Kepler-111 b,super earth
Kepler-1120 b,super earth
Kepler-1121 b,super earth
Kepler-1122 b,super earth
Kepler-1123 b,super earth
Kepler-1124 b,super earth
Kepler-1125 b,super earth
Kepler-1126 b,super earth
Kepler-1127 b,super earth
Kepler-1131 b,super earth
Kepler-1133 b,super earth
Kepler-1135 b,super earth
Kepler-1136 b,super earth
Kepler-1138 b,super earth
Kepler-1139 b,super earth
Kepler-113 b,super earth
Kepler-1142 b,super earth
Kepler-1143 b,super earth
Kepler-1144 b,super earth
Kepler-1145 b,super earth
Kepler-1146 b,super earth
Kepler-1148 b,super earth
Kepler-1149 b,super earth
Kepler-114 b,super earth
Kepler-114 c,super earth
Kepler-1150 b,super earth
Kepler-1153 b,super earth
Kepler-1155 b,super earth
Kepler-1156 b,super earth
Kepler-1157 b,super earth
Kepler-115 b,super earth
Kepler-1163 b,super earth
Kepler-1164 b,super earth
Kepler-1165 b,super earth
Kepler-1166 b,super earth
Kepler-1167 b,super earth
Kepler-1174 b,super earth
Kepler-1177 b,super earth
Kepler-1178 b,super earth
Kepler-1179 b,super earth
Kepler-1180 b,super earth
Kepler-1181 b,super earth
Kepler-1185 b,super earth
Kepler-1188 b,super earth
Kepler-1189 b,super earth
Kepler-118 b,super earth
Kepler-1190 b,super earth
Kepler-1191 b,super earth
Kepler-285 c,super earth
Kepler-286 b,super earth
Kepler-286 c,super earth
Kepler-286 d,super earth
Kepler-286 e,super earth
Kepler-288 b,super earth
Kepler-289 b,super earth
Kepler-291 c,super earth
Kepler-292 b,super earth
Kepler-292 c,super earth
Kepler-294 b,super earth
Kepler-295 b,super earth
Kepler-295 c,super earth
Kepler-295 d,super earth
Kepler-296 b,super earth
Kepler-296 e,super earth
Kepler-296 f,super earth
Kepler-298 b,super earth
Kepler-298 c,super earth
Kepler-299 b,super earth
Kepler-299 d,super earth
Kepler-299 e,super earth
Kepler-300 b,super earth
Kepler-301 b,super earth
Kepler-301 c,super earth
Kepler-301 d,super earth
Kepler-303 c,super earth
Kepler-304 e,super earth
Kepler-305 e,super earth
Kepler-306 b,super earth
Kepler-309 b,super earth
Kepler-310 b,super earth
Kepler-310 d,super earth
Kepler-311 b,super earth
Kepler-311 c,super earth
Kepler-312 b,super earth
Kepler-316 b,super earth
Kepler-316 c,super earth
Kepler-317 b,super earth
Kepler-317 c,super earth
Kepler-319 b,super earth
Kepler-320 b,super earth
Kepler-320 c,super earth
Kepler-321 b,super earth
Kepler-322 b,super earth
Kepler-322 c,super earth
Kepler-323 b,super earth
Kepler-323 c,super earth
Kepler-324 b,super earth
Kepler-131 c,super earth
Kepler-1320 b,super earth
Kepler-1322 b,super earth
Kepler-1323 b,super earth
Kepler-1324 b,super earth
Kepler-1327 b,super earth
Kepler-132 b,super earth
Kepler-132 c,super earth
Kepler-132 d,super earth
Kepler-132 e,super earth
Kepler-1330 b,super earth
Kepler-1331 b,super earth
Kepler-1332 b,super earth
Kepler-1335 b,super earth
Kepler-1336 b,super earth
Kepler-1336 c,super earth
Kepler-133 b,super earth
Kepler-1340 b,super earth
Kepler-1342 b,super earth
Kepler-1343 b,super earth
Kepler-1344 b,super earth
Kepler-1346 b,super earth
Kepler-1347 b,super earth
Kepler-1348 b,super earth
Kepler-134 b,super earth
Kepler-134 c,super earth
Kepler-1350 c,super earth
Kepler-1353 b,super earth
Kepler-1355 b,super earth
Kepler-1356 b,super earth
Kepler-1357 b,super earth
Kepler-1358 b,super earth
Kepler-135 b,super earth
Kepler-135 c,super earth
Kepler-1363 b,super earth
Kepler-1366 b,super earth
Kepler-1368 b,super earth
Kepler-136 b,super earth
Kepler-136 c,super earth
Kepler-1370 b,super earth
Kepler-1370 c,super earth
Kepler-1372 b,super earth
Kepler-1373 b,super earth
Kepler-1375 b,super earth
Kepler-1376 b,super earth
Kepler-1377 b,super earth
Kepler-1379 b,super earth
Kepler-137 b,super earth
Kepler-137 c,super earth
Kepler-848 b,super earth
Kepler-84 b,super earth
Kepler-84 c,super earth
Kepler-84 d,super earth
Kepler-850 b,super earth
Kepler-851 b,super earth
Kepler-853 b,super earth
Kepler-85 b,super earth
Kepler-85 c,super earth
Kepler-85 d,super earth
Kepler-85 e,super earth
Kepler-866 b,super earth
Kepler-868 b,super earth
Kepler-872 b,super earth
Kepler-876 b,super earth
Kepler-878 b,super earth
Kepler-881 b,super earth
Kepler-882 b,super earth
Kepler-883 b,super earth
Kepler-884 b,super earth
Kepler-886 b,super earth
Kepler-887 b,super earth
Kepler-887 c,super earth
Kepler-888 b,super earth
Kepler-889 b,super earth
Kepler-895 b,super earth
Kepler-898 b,super earth
Kepler-900 b,super earth
Kepler-901 b,super earth
Kepler-903 b,super earth
Kepler-904 b,super earth
Kepler-905 b,super earth
Kepler-907 b,super earth
Kepler-908 b,super earth
Kepler-909 b,super earth
KOI-351 b,super earth
KOI-351 c,super earth
Kepler-90 i,super earth
Kepler-913 b,super earth
Kepler-914 b,super earth
Kepler-915 b,super earth
Kepler-916 b,super earth
Kepler-917 b,super earth
Kepler-918 b,super earth
Kepler-922 b,super earth
Kepler-923 b,super earth
Kepler-927 b,super earth
Kepler-928 b,super earth
Kepler-929 b,super earth
Kepler-1259 b,super earth
Kepler-1260 b,super earth
Kepler-1262 b,super earth
Kepler-1263 b,super earth
Kepler-1264 b,super earth
Kepler-1265 b,super earth
Kepler-1268 b,super earth
Kepler-1269 b,super earth
Kepler-126 b,super earth
Kepler-126 c,super earth
Kepler-1271 b,super earth
Kepler-1274 b,super earth
Kepler-1275 b,super earth
Kepler-1276 b,super earth
Kepler-1277 b,super earth
Kepler-1278 b,super earth
Kepler-1279 b,super earth
Kepler-127 b,super earth
Kepler-1280 b,super earth
Kepler-1281 b,super earth
Kepler-1282 b,super earth
Kepler-1283 b,super earth
Kepler-1284 b,super earth
Kepler-1287 b,super earth
Kepler-1288 b,super earth
Kepler-1289 b,super earth
Kepler-128 b,super earth
Kepler-128 c,super earth
Kepler-1290 b,super earth
Kepler-1291 b,super earth
Kepler-1292 b,super earth
Kepler-1295 b,super earth
Kepler-1298 b,super earth
Kepler-129 b,super earth
Kepler-1300 b,super earth
Kepler-1301 b,super earth
Kepler-1302 b,super earth
Kepler-1303 b,super earth
Kepler-1305 b,super earth
Kepler-1306 b,super earth
Kepler-130 b,super earth
Kepler-130 d,super earth
Kepler-1310 b,super earth
Kepler-1311 b,super earth
Kepler-1311 c,super earth
Kepler-1313 b,super earth
Kepler-1315 b,super earth
Kepler-1317 b,super earth
Kepler-1319 b,super earth
Kepler-326 c,super earth
Kepler-326 d,super earth
Kepler-327 b,super earth
Kepler-327 c,super earth
Kepler-327 d,super earth
Kepler-328 b,super earth
Kepler-329 b,super earth
Kepler-329 c,super earth
Kepler-32 e,super earth
Kepler-330 b,super earth
Kepler-330 c,super earth
Kepler-331 b,super earth
Kepler-331 c,super earth
Kepler-331 d,super earth
Kepler-332 b,super earth
Kepler-332 c,super earth
Kepler-332 d,super earth
Kepler-333 b,super earth
Kepler-333 c,super earth
Kepler-334 b,super earth
Kepler-334 c,super earth
Kepler-334 d,super earth
Kepler-336 b,super earth
Kepler-337 b,super earth
Kepler-337 c,super earth
Kepler-338 b,super earth
Kepler-338 e,super earth
Kepler-339 b,super earth
Kepler-339 c,super earth
Kepler-339 d,super earth
Kepler-33 b,super earth
Kepler-341 b,super earth
Kepler-341 c,super earth
Kepler-341 d,super earth
Kepler-341 e,super earth
Kepler-342 c,super earth
Kepler-343 c,super earth
Kepler-345 c,super earth
Kepler-347 b,super earth
Kepler-347 c,super earth
Kepler-348 b,super earth
Kepler-348 c,super earth
Kepler-349 b,super earth
Kepler-349 c,super earth
Kepler-350 b,super earth
Kepler-350 d,super earth
Kepler-352 c,super earth
Kepler-353 c,super earth
Kepler-354 b,super earth
OGLE-2013-BLG-0341L B b,super earth
OGLE-2016-BLG-1195L b,super earth
OGLE-2017-BLG-0173L b,super earth
OGLE-2017-BLG-1434L b,super earth
OGLE-2018-BLG-0677L b,super earth
Proxima Cen b,super earth
PSR B0329+54 b,super earth
PSR B1257+12 c,super earth
PSR B1257+12 d,super earth
Ross 128 b,super earth
tau Cet e,super earth
tau Cet f,super earth
tau Cet g,super earth
tau Cet h,super earth
Teegarden's Star b,super earth
Teegarden's Star c,super earth
TOI-1062 b,super earth
TOI-1235 b,super earth
TOI-1260 b,super earth
TOI-1266 b,super earth
TOI-1266 c,super earth
TOI-1444 b,super earth
TOI-1634 b,super earth
TOI-1685 b,super earth
TOI-1749 b,super earth
TOI-178 b,super earth
TOI-178 c,super earth
TOI-178 f,super earth
TOI-1807 b,super earth
TOI-2285 b,super earth
TOI-237 b,super earth
TOI-270 b,super earth
TOI-431 b,super earth
TOI-431 c,super earth
TOI-451 b,super earth
TOI-561 b,super earth
TOI-561 d,super earth
TOI-561 e,super earth
TOI-700 b,super earth
TOI-700 d,super earth
TOI-763 b,super earth
TOI-776 b,super earth
TOI-776 c,super earth
TOI-824 b,super earth
TRAPPIST-1 b,super earth
TRAPPIST-1 c,super earth
TRAPPIST-1 f,super earth
TRAPPIST-1 g,super earth
WASP-47 e,super earth
Kepler-931 b,super earth
Kepler-932 b,super earth
Kepler-934 b,super earth
Kepler-935 b,super earth
Kepler-936 b,super earth
Kepler-939 b,super earth
Kepler-93 b,super earth
Kepler-946 b,super earth
Kepler-948 b,super earth
Kepler-953 c,super earth
Kepler-958 b,super earth
Kepler-962 b,super earth
Kepler-968 b,super earth
Kepler-968 c,super earth
Kepler-969 b,super earth
Kepler-973 b,super earth
Kepler-974 b,super earth
Kepler-975 b,super earth
Kepler-97 b,super earth
Kepler-988 b,super earth
Kepler-990 c,super earth
Kepler-992 b,super earth
Kepler-994 b,super earth
Kepler-996 b,super earth
Kepler-997 b,super earth
Kepler-99 b,super earth
Kepler-9 d,super earth
KOI-1599.01,super earth
KOI-1599.02,super earth
KOI-1831 d,super earth
KOI-1833 d,super earth
KOI-3503 b,super earth
KOI-3503 c,super earth
L 168-9 b,super earth
L 98-59 c,super earth
L 98-59 d,super earth
L 98-59 e,super earth
LHS 1140 b,super earth
LHS 1140 c,super earth
LHS 1478 b,super earth
LHS 1678 c,super earth
LHS 1815 b,super earth
LHS 3844 b,super earth
LP 791-18 b,super earth
LTT 1445 A b,super earth
LTT 3780 b,super earth
LTT 3780 c,super earth
MOA-2007-BLG-192L b,super earth
Kepler-768 b,super earth
Kepler-769 c,super earth
Kepler-770 c,super earth
Kepler-770 d,super earth
Kepler-771 b,super earth
Kepler-772 b,super earth
Kepler-773 b,super earth
Kepler-775 b,super earth
Kepler-776 b,super earth
Kepler-777 b,super earth
Kepler-778 b,super earth
Kepler-784 b,super earth
Kepler-787 b,super earth
Kepler-78 b,super earth
Kepler-792 b,super earth
Kepler-793 b,super earth
Kepler-795 b,super earth
Kepler-796 b,super earth
Kepler-801 b,super earth
Kepler-804 b,super earth
Kepler-804 c,super earth
Kepler-806 b,super earth
Kepler-808 b,super earth
Kepler-80 d,super earth
Kepler-80 e,super earth
Kepler-80 f,super earth
Kepler-80 g,super earth
Kepler-810 b,super earth
Kepler-81 b,super earth
Kepler-81 d,super earth
Kepler-821 b,super earth
Kepler-822 b,super earth
Kepler-823 b,super earth
Kepler-824 b,super earth
Kepler-825 b,super earth
Kepler-825 c,super earth
Kepler-826 b,super earth
Kepler-828 b,super earth
Kepler-82 d,super earth
Kepler-830 b,super earth
Kepler-831 b,super earth
Kepler-832 b,super earth
Kepler-833 b,super earth
Kepler-834 b,super earth
Kepler-83 c,super earth
Kepler-83 d,super earth
Kepler-842 b,super earth
Kepler-844 b,super earth
Kepler-845 b,super earth
Wolf 1061 c,super earth
Wolf 503 b,super earth
YZ Cet d,super earth
Kepler-1528 b,super earth
Kepler-1530 b,super earth
Kepler-1530 c,super earth
Kepler-1531 b,super earth
Kepler-1532 b,super earth
Kepler-1534 b,super earth
Kepler-1537 b,super earth
Kepler-1541 b,super earth
Kepler-1544 b,super earth
Kepler-154 e,super earth
Kepler-154 f,super earth
Kepler-1553 b,super earth
Kepler-1555 b,super earth
Kepler-1556 b,super earth
Kepler-1557 b,super earth
Kepler-155 b,super earth
Kepler-1561 b,super earth
Kepler-1564 b,super earth
Kepler-1565 b,super earth
Kepler-1568 b,super earth
Kepler-1569 b,super earth
Kepler-1570 b,super earth
Kepler-1571 b,super earth
Kepler-1573 b,super earth
Kepler-1574 b,super earth
Kepler-1575 b,super earth
Kepler-1576 b,super earth
Kepler-1577 b,super earth
Kepler-1578 b,super earth
Kepler-157 b,super earth
Kepler-157 d,super earth
Kepler-1582 b,super earth
Kepler-1584 b,super earth
Kepler-1585 b,super earth
Kepler-1586 b,super earth
Kepler-1587 b,super earth
Kepler-1589 b,super earth
Kepler-158 c,super earth
Kepler-1590 b,super earth
Kepler-1591 b,super earth
Kepler-1592 b,super earth
Kepler-1594 b,super earth
Kepler-1595 b,super earth
Kepler-1596 b,super earth
Kepler-1597 b,super earth
Kepler-1599 b,super earth
Kepler-1602 b,super earth
Kepler-1603 b,super earth
Kepler-1604 b,super earth
Kepler-238 f,super earth
Kepler-23 d,super earth
Kepler-240 b,super earth
Kepler-240 c,super earth
Kepler-242 c,super earth
Kepler-243 c,super earth
Kepler-244 c,super earth
Kepler-244 d,super earth
Kepler-245 c,super earth
Kepler-245 e,super earth
Kepler-246 c,super earth
Kepler-247 b,super earth
Kepler-249 b,super earth
Kepler-249 c,super earth
Kepler-249 d,super earth
Kepler-24 d,super earth
Kepler-250 b,super earth
Kepler-251 b,super earth
Kepler-252 b,super earth
Kepler-253 b,super earth
Kepler-255 b,super earth
Kepler-255 d,super earth
Kepler-256 b,super earth
Kepler-260 b,super earth
Kepler-260 c,super earth
Kepler-261 c,super earth
Kepler-262 b,super earth
Kepler-262 c,super earth
Kepler-265 b,super earth
Kepler-267 b,super earth
Kepler-269 c,super earth
Kepler-26 d,super earth
Kepler-270 b,super earth
Kepler-270 c,super earth
Kepler-271 b,super earth
Kepler-272 b,super earth
Kepler-272 c,super earth
Kepler-273 b,super earth
Kepler-273 c,super earth
Kepler-274 b,super earth
Kepler-274 c,super earth
Kepler-276 c,super earth
Kepler-276 d,super earth
Kepler-280 b,super earth
Kepler-280 c,super earth
Kepler-282 b,super earth
Kepler-282 c,super earth
Kepler-282 d,super earth
Kepler-283 c,super earth
Kepler-1048 b,super earth
Kepler-104 b,super earth
Kepler-1050 b,super earth
Kepler-1050 c,super earth
Kepler-1055 b,super earth
Kepler-1059 b,super earth
Kepler-105 c,super earth
Kepler-1061 b,super earth
Kepler-1062 b,super earth
Kepler-1063 b,super earth
Kepler-1064 b,super earth
Kepler-1065 c,super earth
Kepler-1069 b,super earth
Kepler-106 c,super earth
Kepler-106 e,super earth
Kepler-1070 b,super earth
Kepler-1072 b,super earth
Kepler-1073 c,super earth
Kepler-1074 b,super earth
Kepler-1075 b,super earth
Kepler-1078 b,super earth
Kepler-1079 b,super earth
Kepler-107 b,super earth
Kepler-107 c,super earth
Kepler-107 d,super earth
Kepler-1081 b,super earth
Kepler-1082 b,super earth
Kepler-1084 b,super earth
Kepler-1088 b,super earth
Kepler-1089 b,super earth
Kepler-1091 b,super earth
Kepler-1092 b,super earth
Kepler-1093 b,super earth
Kepler-1093 c,super earth
Kepler-1095 b,super earth
Kepler-1096 b,super earth
Kepler-1098 b,super earth
Kepler-10 b,super earth
Kepler-10 c,super earth
Kepler-1100 b,super earth
Kepler-1104 b,super earth
Kepler-1105 b,super earth
Kepler-1106 b,super earth
Kepler-1107 b,super earth
Kepler-1108 b,super earth
Kepler-110 b,super earth
Kepler-1111 b,super earth
Kepler-1114 b,super earth
Kepler-1115 b,super earth
CD Cet b,super earth
CoRoT-7 b,super earth
DMPP-3 A b,super earth
EPIC 201170410.02,super earth
EPIC 201238110 b,super earth
EPIC 201427007 b,super earth
EPIC 201595106 b,super earth
EPIC 201615463 c,super earth
EPIC 201754305 d,super earth
EPIC 201841433 b,super earth
EPIC 205950854 c,super earth
EPIC 206024342 b,super earth
EPIC 206024342 c,super earth
EPIC 206032309 b,super earth
EPIC 206042996 b,super earth
EPIC 206042996 c,super earth
EPIC 211822797 b,super earth
EPIC 212297394 b,super earth
EPIC 212499991 b,super earth
EPIC 212587672 b,super earth
EPIC 212624936 b,super earth
EPIC 220554210 c,super earth
EPIC 220674823 b,super earth
EPIC 228836835 b,super earth
EPIC 249893012 b,super earth
G 264-012 b,super earth
G 264-012 c,super earth
GJ 1061 b,super earth
GJ 1061 c,super earth
GJ 1061 d,super earth
GJ 1132 b,super earth
GJ 1132 c,super earth
GJ 1151 b,super earth
GJ 1252 b,super earth
GJ 15 A b,super earth
GJ 3138 b,super earth
GJ 3138 c,super earth
GJ 3293 e,super earth
GJ 3323 b,super earth
GJ 3323 c,super earth
GJ 3473 b,super earth
Kepler-1450 b,super earth
Kepler-1454 b,super earth
Kepler-1456 b,super earth
Kepler-1457 b,super earth
Kepler-1459 b,super earth
Kepler-1460 b,super earth
Kepler-1461 b,super earth
Kepler-1463 b,super earth
Kepler-1464 b,super earth
Kepler-1465 b,super earth
Kepler-1466 b,super earth
Kepler-1468 b,super earth
Kepler-1468 c,super earth
Kepler-1470 b,super earth
Kepler-1471 b,super earth
Kepler-1472 b,super earth
Kepler-1473 b,super earth
Kepler-1476 b,super earth
Kepler-1477 b,super earth
Kepler-1478 b,super earth
Kepler-1479 b,super earth
Kepler-147 b,super earth
Kepler-1480 b,super earth
Kepler-1481 b,super earth
Kepler-1482 b,super earth
Kepler-1483 b,super earth
Kepler-1485 b,super earth
Kepler-1488 b,super earth
Kepler-1489 b,super earth
Kepler-148 b,super earth
Kepler-1491 b,super earth
Kepler-1492 b,super earth
Kepler-1493 b,super earth
Kepler-1497 b,super earth
Kepler-1498 b,super earth
Kepler-1499 b,super earth
Kepler-149 c,super earth
Kepler-1500 b,super earth
Kepler-1501 b,super earth
Kepler-1506 b,super earth
Kepler-1508 b,super earth
Kepler-1509 b,super earth
Kepler-150 b,super earth
Kepler-1511 b,super earth
Kepler-1512 b,super earth
Kepler-1514 c,super earth
Kepler-1516 b,super earth
Kepler-151 c,super earth
Kepler-1522 b,super earth
Kepler-60 b,super earth
Kepler-60 c,super earth
Kepler-611 b,super earth
Kepler-615 b,super earth
Kepler-617 b,super earth
Kepler-619 c,super earth
Kepler-625 b,super earth
Kepler-625 c,super earth
Kepler-629 b,super earth
Kepler-62 b,super earth
Kepler-62 e,super earth
Kepler-62 f,super earth
Kepler-633 b,super earth
Kepler-634 b,super earth
Kepler-638 b,super earth
Kepler-641 b,super earth
Kepler-646 b,super earth
Kepler-647 b,super earth
Kepler-653 b,super earth
Kepler-654 b,super earth
Kepler-658 b,super earth
Kepler-65 b,super earth
Kepler-65 d,super earth
Kepler-674 b,super earth
Kepler-683 b,super earth
Kepler-68 c,super earth
Kepler-691 b,super earth
Kepler-69 c,super earth
Kepler-707 b,super earth
Kepler-710 b,super earth
Kepler-716 c,super earth
Kepler-730 c,super earth
Kepler-732 c,super earth
Kepler-737 b,super earth
Kepler-743 b,super earth
Kepler-744 b,super earth
Kepler-746 b,super earth
Kepler-750 c,super earth
Kepler-753 b,super earth
Kepler-754 b,super earth
Kepler-755 b,super earth
Kepler-755 c,super earth
Kepler-756 b,super earth
Kepler-757 b,super earth
Kepler-758 c,super earth
Kepler-758 e,super earth
Kepler-760 c,super earth
Kepler-761 b,super earth
Kepler-763 b,super earth
K2-288 B b,super earth
Kepler-169 b,super earth
Kepler-169 c,super earth
Kepler-169 d,super earth
Kepler-1702 b,super earth
Kepler-171 d,super earth
Kepler-173 b,super earth
Kepler-174 b,super earth
Kepler-174 c,super earth
Kepler-176 b,super earth
Kepler-176 d,super earth
Kepler-176 e,super earth
Kepler-179 b,super earth
Kepler-179 c,super earth
Kepler-180 b,super earth
Kepler-181 b,super earth
Kepler-181 c,super earth
Kepler-183 b,super earth
Kepler-183 c,super earth
Kepler-184 c,super earth
Kepler-185 b,super earth
Kepler-185 c,super earth
Kepler-186 b,super earth
Kepler-186 c,super earth
Kepler-186 d,super earth
Kepler-186 e,super earth
Kepler-186 f,super earth
Kepler-187 b,super earth
Kepler-188 b,super earth
Kepler-189 b,super earth
Kepler-189 c,super earth
Kepler-18 b,super earth
Kepler-190 b,super earth
Kepler-190 c,super earth
